setting,method,shot,seed,group,group_external_id,group_degree,top1,top5,top10,mrr,rank
noisy_query,svd32_graph_embedding,5,13,Ke3chang,G0004,46,0.0,0.0,0.0,0.05,20.0
noisy_query,random_uniform,5,13,Saint Bear,G1031,18,0.0,0.0,0.0,0.013333333333333334,75.0
noisy_query,frequency_prior,5,13,Saint Bear,G1031,18,0.0,0.0,0.0,0.011494252873563218,87.0
noisy_query,overlap_cosine,5,13,Saint Bear,G1031,18,0.0,0.0,1.0,0.14285714285714285,7.0
noisy_query,svd32_graph_embedding,5,13,Saint Bear,G1031,18,0.0,1.0,1.0,0.2,5.0
noisy_query,random_uniform,5,13,APT1,G0006,23,0.0,1.0,1.0,0.2,5.0
noisy_query,frequency_prior,5,13,APT1,G0006,23,0.0,0.0,0.0,0.013513513513513514,74.0
noisy_query,overlap_cosine,5,13,APT1,G0006,23,0.0,1.0,1.0,0.25,4.0
noisy_query,svd32_graph_embedding,5,13,APT1,G0006,23,0.0,0.0,1.0,0.16666666666666666,6.0
noisy_query,random_uniform,5,13,Confucius,G0142,19,0.0,0.0,0.0,0.013888888888888888,72.0
noisy_query,frequency_prior,5,13,Confucius,G0142,19,0.0,0.0,0.0,0.011627906976744186,86.0
noisy_query,overlap_cosine,5,13,Confucius,G0142,19,0.0,1.0,1.0,0.3333333333333333,3.0
noisy_query,svd32_graph_embedding,5,13,Confucius,G0142,19,0.0,0.0,0.0,0.09090909090909091,11.0
noisy_query,random_uniform,5,13,BlackTech,G0098,14,0.0,0.0,0.0,0.0196078431372549,51.0
noisy_query,frequency_prior,5,13,BlackTech,G0098,14,0.0,0.0,0.0,0.009900990099009901,101.0
noisy_query,overlap_cosine,5,13,BlackTech,G0098,14,1.0,1.0,1.0,1.0,1.0
noisy_query,svd32_graph_embedding,5,13,BlackTech,G0098,14,0.0,0.0,0.0,0.045454545454545456,22.0
noisy_query,random_uniform,5,13,Leviathan,G0065,50,0.0,0.0,0.0,0.01020408163265306,98.0
noisy_query,frequency_prior,5,13,Leviathan,G0065,50,0.0,0.0,0.0,0.03571428571428571,28.0
noisy_query,overlap_cosine,5,13,Leviathan,G0065,50,0.0,1.0,1.0,0.25,4.0
noisy_query,svd32_graph_embedding,5,13,Leviathan,G0065,50,0.0,1.0,1.0,0.3333333333333333,3.0
noisy_query,random_uniform,5,13,Blue Mockingbird,G0108,22,0.0,0.0,0.0,0.0064516129032258064,155.0
noisy_query,frequency_prior,5,13,Blue Mockingbird,G0108,22,0.0,0.0,0.0,0.013157894736842105,76.0
noisy_query,overlap_cosine,5,13,Blue Mockingbird,G0108,22,0.0,1.0,1.0,0.25,4.0
noisy_query,svd32_graph_embedding,5,13,Blue Mockingbird,G0108,22,0.0,1.0,1.0,0.3333333333333333,3.0
noisy_query,random_uniform,5,13,Winter Vivern,G1035,27,0.0,0.0,0.0,0.007042253521126761,142.0
noisy_query,frequency_prior,5,13,Winter Vivern,G1035,27,0.0,0.0,0.0,0.014925373134328358,67.0
noisy_query,overlap_cosine,5,13,Winter Vivern,G1035,27,1.0,1.0,1.0,1.0,1.0
noisy_query,svd32_graph_embedding,5,13,Winter Vivern,G1035,27,0.0,1.0,1.0,0.3333333333333333,3.0
noisy_query,random_uniform,5,13,Turla,G0010,68,0.0,1.0,1.0,0.5,2.0
noisy_query,frequency_prior,5,13,Turla,G0010,68,0.0,0.0,0.0,0.07692307692307693,13.0
noisy_query,overlap_cosine,5,13,Turla,G0010,68,0.0,0.0,1.0,0.16666666666666666,6.0
noisy_query,svd32_graph_embedding,5,13,Turla,G0010,68,0.0,0.0,1.0,0.14285714285714285,7.0
noisy_query,random_uniform,5,13,Storm-0501,G1053,42,0.0,0.0,0.0,0.013888888888888888,72.0
noisy_query,frequency_prior,5,13,Storm-0501,G1053,42,0.0,0.0,0.0,0.02564102564102564,39.0
noisy_query,overlap_cosine,5,13,Storm-0501,G1053,42,1.0,1.0,1.0,1.0,1.0
noisy_query,svd32_graph_embedding,5,13,Storm-0501,G1053,42,1.0,1.0,1.0,1.0,1.0
noisy_query,random_uniform,5,13,TA505,G0092,34,0.0,0.0,0.0,0.006369426751592357,157.0
noisy_query,frequency_prior,5,13,TA505,G0092,34,0.0,0.0,0.0,0.019230769230769232,52.0
noisy_query,overlap_cosine,5,13,TA505,G0092,34,0.0,1.0,1.0,0.3333333333333333,3.0
noisy_query,svd32_graph_embedding,5,13,TA505,G0092,34,0.0,0.0,0.0,0.05263157894736842,19.0
noisy_query,random_uniform,5,13,BITTER,G1002,16,0.0,0.0,0.0,0.0136986301369863,73.0
noisy_query,frequency_prior,5,13,BITTER,G1002,16,0.0,0.0,0.0,0.010416666666666666,96.0
noisy_query,overlap_cosine,5,13,BITTER,G1002,16,0.0,1.0,1.0,0.2,5.0
noisy_query,svd32_graph_embedding,5,13,BITTER,G1002,16,0.0,0.0,0.0,0.07692307692307693,13.0
noisy_query,random_uniform,5,13,DarkVishnya,G0105,10,0.0,0.0,0.0,0.041666666666666664,24.0
noisy_query,frequency_prior,5,13,DarkVishnya,G0105,10,0.0,0.0,0.0,0.008264462809917356,121.0
noisy_query,overlap_cosine,5,13,DarkVishnya,G0105,10,1.0,1.0,1.0,1.0,1.0
noisy_query,svd32_graph_embedding,5,13,DarkVishnya,G0105,10,0.0,1.0,1.0,0.5,2.0
noisy_query,random_uniform,5,13,RedCurl,G1039,41,0.0,0.0,0.0,0.008547008547008548,117.0
noisy_query,frequency_prior,5,13,RedCurl,G1039,41,0.0,0.0,0.0,0.024390243902439025,41.0
noisy_query,overlap_cosine,5,13,RedCurl,G1039,41,1.0,1.0,1.0,1.0,1.0
noisy_query,svd32_graph_embedding,5,13,RedCurl,G1039,41,1.0,1.0,1.0,1.0,1.0
noisy_query,random_uniform,5,13,FIN5,G0053,11,0.0,0.0,0.0,0.037037037037037035,27.0
noisy_query,frequency_prior,5,13,FIN5,G0053,11,0.0,0.0,0.0,0.008695652173913044,115.0
noisy_query,overlap_cosine,5,13,FIN5,G0053,11,1.0,1.0,1.0,1.0,1.0
noisy_query,svd32_graph_embedding,5,13,FIN5,G0053,11,0.0,1.0,1.0,0.3333333333333333,3.0
noisy_query,random_uniform,5,13,Lotus Blossom,G0030,21,0.0,0.0,0.0,0.007692307692307693,130.0
noisy_query,frequency_prior,5,13,Lotus Blossom,G0030,21,0.0,0.0,0.0,0.012658227848101266,79.0
noisy_query,overlap_cosine,5,13,Lotus Blossom,G0030,21,0.0,1.0,1.0,0.5,2.0
noisy_query,svd32_graph_embedding,5,13,Lotus Blossom,G0030,21,1.0,1.0,1.0,1.0,1.0
noisy_query,random_uniform,5,13,Stealth Falcon,G0038,16,0.0,0.0,0.0,0.006493506493506494,154.0
noisy_query,frequency_prior,5,13,Stealth Falcon,G0038,16,0.0,0.0,0.0,0.010752688172043012,93.0
noisy_query,overlap_cosine,5,13,Stealth Falcon,G0038,16,1.0,1.0,1.0,1.0,1.0
noisy_query,svd32_graph_embedding,5,13,Stealth Falcon,G0038,16,0.0,1.0,1.0,0.5,2.0
noisy_query,random_uniform,5,13,APT29,G0016,66,0.0,0.0,0.0,0.022222222222222223,45.0
noisy_query,frequency_prior,5,13,APT29,G0016,66,0.0,0.0,0.0,0.06666666666666667,15.0
noisy_query,overlap_cosine,5,13,APT29,G0016,66,0.0,1.0,1.0,0.25,4.0
noisy_query,svd32_graph_embedding,5,13,APT29,G0016,66,1.0,1.0,1.0,1.0,1.0
noisy_query,random_uniform,5,13,Dark Caracal,G0070,12,0.0,0.0,0.0,0.01818181818181818,55.0
noisy_query,frequency_prior,5,13,Dark Caracal,G0070,12,0.0,0.0,0.0,0.009174311926605505,109.0
noisy_query,overlap_cosine,5,13,Dark Caracal,G0070,12,1.0,1.0,1.0,1.0,1.0
noisy_query,svd32_graph_embedding,5,13,Dark Caracal,G0070,12,0.0,1.0,1.0,0.5,2.0
noisy_query,random_uniform,5,13,Cinnamon Tempest,G1021,19,0.0,0.0,0.0,0.005988023952095809,167.0
noisy_query,frequency_prior,5,13,Cinnamon Tempest,G1021,19,0.0,0.0,0.0,0.011904761904761904,84.0
noisy_query,overlap_cosine,5,13,Cinnamon Tempest,G1021,19,1.0,1.0,1.0,1.0,1.0
noisy_query,svd32_graph_embedding,5,13,Cinnamon Tempest,G1021,19,0.0,0.0,1.0,0.16666666666666666,6.0
noisy_query,random_uniform,5,13,Chimera,G0114,59,0.0,0.0,0.0,0.034482758620689655,29.0
noisy_query,frequency_prior,5,13,Chimera,G0114,59,0.0,0.0,0.0,0.05263157894736842,19.0
noisy_query,overlap_cosine,5,13,Chimera,G0114,59,0.0,1.0,1.0,0.2,5.0
noisy_query,svd32_graph_embedding,5,13,Chimera,G0114,59,0.0,0.0,1.0,0.125,8.0
noisy_query,random_uniform,5,13,MirrorFace,G1054,43,0.0,0.0,0.0,0.006578947368421052,152.0
noisy_query,frequency_prior,5,13,MirrorFace,G1054,43,0.0,0.0,0.0,0.02631578947368421,38.0
noisy_query,overlap_cosine,5,13,MirrorFace,G1054,43,0.0,0.0,0.0,0.037037037037037035,27.0
noisy_query,svd32_graph_embedding,5,13,MirrorFace,G1054,43,0.0,0.0,0.0,0.015873015873015872,63.0
noisy_query,random_uniform,5,13,Silent Librarian,G0122,13,0.0,0.0,0.0,0.008,125.0
noisy_query,frequency_prior,5,13,Silent Librarian,G0122,13,0.0,0.0,0.0,0.009523809523809525,105.0
noisy_query,overlap_cosine,5,13,Silent Librarian,G0122,13,1.0,1.0,1.0,1.0,1.0
noisy_query,svd32_graph_embedding,5,13,Silent Librarian,G0122,13,1.0,1.0,1.0,1.0,1.0
noisy_query,random_uniform,5,13,Medusa Group,G1051,57,0.0,0.0,0.0,0.006578947368421052,152.0
noisy_query,frequency_prior,5,13,Medusa Group,G1051,57,0.0,0.0,0.0,0.047619047619047616,21.0
noisy_query,overlap_cosine,5,13,Medusa Group,G1051,57,0.0,1.0,1.0,0.25,4.0
noisy_query,svd32_graph_embedding,5,13,Medusa Group,G1051,57,0.0,0.0,0.0,0.045454545454545456,22.0
noisy_query,random_uniform,5,13,BRONZE BUTLER,G0060,40,0.0,0.0,0.0,0.05263157894736842,19.0
noisy_query,frequency_prior,5,13,BRONZE BUTLER,G0060,40,0.0,0.0,0.0,0.022727272727272728,44.0
noisy_query,overlap_cosine,5,13,BRONZE BUTLER,G0060,40,0.0,0.0,0.0,0.03333333333333333,30.0
noisy_query,svd32_graph_embedding,5,13,BRONZE BUTLER,G0060,40,0.0,0.0,0.0,0.030303030303030304,33.0
noisy_query,random_uniform,5,13,TA551,G0127,14,0.0,0.0,0.0,0.01639344262295082,61.0
noisy_query,frequency_prior,5,13,TA551,G0127,14,0.0,0.0,0.0,0.01,100.0
noisy_query,overlap_cosine,5,13,TA551,G0127,14,1.0,1.0,1.0,1.0,1.0
noisy_query,svd32_graph_embedding,5,13,TA551,G0127,14,1.0,1.0,1.0,1.0,1.0
noisy_query,random_uniform,5,13,BackdoorDiplomacy,G0135,15,0.0,0.0,0.0,0.010309278350515464,97.0
noisy_query,frequency_prior,5,13,BackdoorDiplomacy,G0135,15,0.0,0.0,0.0,0.010101010101010102,99.0
noisy_query,overlap_cosine,5,13,BackdoorDiplomacy,G0135,15,0.0,1.0,1.0,0.3333333333333333,3.0
noisy_query,svd32_graph_embedding,5,13,BackdoorDiplomacy,G0135,15,0.0,1.0,1.0,0.25,4.0
noisy_query,random_uniform,5,13,Star Blizzard,G1033,20,0.0,0.0,0.0,0.008695652173913044,115.0
noisy_query,frequency_prior,5,13,Star Blizzard,G1033,20,0.0,0.0,0.0,0.012195121951219513,82.0
noisy_query,overlap_cosine,5,13,Star Blizzard,G1033,20,1.0,1.0,1.0,1.0,1.0
noisy_query,svd32_graph_embedding,5,13,Star Blizzard,G1033,20,1.0,1.0,1.0,1.0,1.0
noisy_query,random_uniform,5,13,Darkhotel,G0012,24,1.0,1.0,1.0,1.0,1.0
noisy_query,frequency_prior,5,13,Darkhotel,G0012,24,0.0,0.0,0.0,0.0136986301369863,73.0
noisy_query,overlap_cosine,5,13,Darkhotel,G0012,24,0.0,1.0,1.0,0.5,2.0
noisy_query,svd32_graph_embedding,5,13,Darkhotel,G0012,24,0.0,0.0,0.0,0.047619047619047616,21.0
noisy_query,random_uniform,5,13,Axiom,G0001,16,0.0,0.0,0.0,0.09090909090909091,11.0
noisy_query,frequency_prior,5,13,Axiom,G0001,16,0.0,0.0,0.0,0.010638297872340425,94.0
noisy_query,overlap_cosine,5,13,Axiom,G0001,16,1.0,1.0,1.0,1.0,1.0
noisy_query,svd32_graph_embedding,5,13,Axiom,G0001,16,1.0,1.0,1.0,1.0,1.0
noisy_query,random_uniform,5,13,Deep Panda,G0009,10,0.0,0.0,0.0,0.014925373134328358,67.0
noisy_query,frequency_prior,5,13,Deep Panda,G0009,10,0.0,0.0,0.0,0.008333333333333333,120.0
noisy_query,overlap_cosine,5,13,Deep Panda,G0009,10,1.0,1.0,1.0,1.0,1.0
noisy_query,svd32_graph_embedding,5,13,Deep Panda,G0009,10,1.0,1.0,1.0,1.0,1.0
noisy_query,random_uniform,5,13,Ember Bear,G1003,47,0.0,0.0,0.0,0.011904761904761904,84.0
noisy_query,frequency_prior,5,13,Ember Bear,G1003,47,0.0,0.0,0.0,0.03225806451612903,31.0
noisy_query,overlap_cosine,5,13,Ember Bear,G1003,47,0.0,0.0,1.0,0.125,8.0
noisy_query,svd32_graph_embedding,5,13,Ember Bear,G1003,47,0.0,0.0,1.0,0.125,8.0
noisy_query,random_uniform,5,13,LazyScripter,G0140,20,0.0,0.0,0.0,0.009259259259259259,108.0
noisy_query,frequency_prior,5,13,LazyScripter,G0140,20,0.0,0.0,0.0,0.012345679012345678,81.0
noisy_query,overlap_cosine,5,13,LazyScripter,G0140,20,0.0,1.0,1.0,0.5,2.0
noisy_query,svd32_graph_embedding,5,13,LazyScripter,G0140,20,0.0,0.0,1.0,0.16666666666666666,6.0
noisy_query,random_uniform,5,13,Windshift,G0112,19,0.0,0.0,0.0,0.008130081300813009,123.0
noisy_query,frequency_prior,5,13,Windshift,G0112,19,0.0,0.0,0.0,0.011764705882352941,85.0
noisy_query,overlap_cosine,5,13,Windshift,G0112,19,0.0,1.0,1.0,0.3333333333333333,3.0
noisy_query,svd32_graph_embedding,5,13,Windshift,G0112,19,0.0,1.0,1.0,0.5,2.0
noisy_query,random_uniform,5,13,ToddyCat,G1022,25,0.0,0.0,0.0,0.008130081300813009,123.0
noisy_query,frequency_prior,5,13,ToddyCat,G1022,25,0.0,0.0,0.0,0.013888888888888888,72.0
noisy_query,overlap_cosine,5,13,ToddyCat,G1022,25,1.0,1.0,1.0,1.0,1.0
noisy_query,svd32_graph_embedding,5,13,ToddyCat,G1022,25,0.0,1.0,1.0,0.25,4.0
noisy_query,random_uniform,5,13,LuminousMoth,G1014,28,0.0,0.0,0.0,0.010101010101010102,99.0
noisy_query,frequency_prior,5,13,LuminousMoth,G1014,28,0.0,0.0,0.0,0.015384615384615385,65.0
noisy_query,overlap_cosine,5,13,LuminousMoth,G1014,28,1.0,1.0,1.0,1.0,1.0
noisy_query,svd32_graph_embedding,5,13,LuminousMoth,G1014,28,0.0,0.0,0.0,0.0625,16.0
noisy_query,random_uniform,5,13,Agrius,G1030,22,0.0,0.0,0.0,0.013513513513513514,74.0
noisy_query,frequency_prior,5,13,Agrius,G1030,22,0.0,0.0,0.0,0.013333333333333334,75.0
noisy_query,overlap_cosine,5,13,Agrius,G1030,22,1.0,1.0,1.0,1.0,1.0
noisy_query,svd32_graph_embedding,5,13,Agrius,G1030,22,1.0,1.0,1.0,1.0,1.0
noisy_query,random_uniform,5,13,APT28,G0007,93,0.0,0.0,0.0,0.006535947712418301,153.0
noisy_query,frequency_prior,5,13,APT28,G0007,93,0.0,1.0,1.0,0.5,2.0
noisy_query,overlap_cosine,5,13,APT28,G0007,93,0.0,0.0,0.0,0.08333333333333333,12.0
noisy_query,svd32_graph_embedding,5,13,APT28,G0007,93,0.0,0.0,0.0,0.038461538461538464,26.0
noisy_query,random_uniform,5,13,Malteiro,G1026,12,0.0,0.0,0.0,0.02564102564102564,39.0
noisy_query,frequency_prior,5,13,Malteiro,G1026,12,0.0,0.0,0.0,0.008849557522123894,113.0
noisy_query,overlap_cosine,5,13,Malteiro,G1026,12,1.0,1.0,1.0,1.0,1.0
noisy_query,svd32_graph_embedding,5,13,Malteiro,G1026,12,1.0,1.0,1.0,1.0,1.0
noisy_query,random_uniform,5,13,APT42,G1044,32,0.0,0.0,0.0,0.01818181818181818,55.0
noisy_query,frequency_prior,5,13,APT42,G1044,32,0.0,0.0,0.0,0.018518518518518517,54.0
noisy_query,overlap_cosine,5,13,APT42,G1044,32,0.0,1.0,1.0,0.3333333333333333,3.0
noisy_query,svd32_graph_embedding,5,13,APT42,G1044,32,0.0,0.0,0.0,0.017543859649122806,57.0
noisy_query,random_uniform,5,13,APT5,G1023,29,0.0,0.0,0.0,0.015625,64.0
noisy_query,frequency_prior,5,13,APT5,G1023,29,0.0,0.0,0.0,0.016129032258064516,62.0
noisy_query,overlap_cosine,5,13,APT5,G1023,29,1.0,1.0,1.0,1.0,1.0
noisy_query,svd32_graph_embedding,5,13,APT5,G1023,29,0.0,1.0,1.0,0.3333333333333333,3.0
noisy_query,random_uniform,5,13,Fox Kitten,G0117,41,0.0,0.0,0.0,0.007352941176470588,136.0
noisy_query,frequency_prior,5,13,Fox Kitten,G0117,41,0.0,0.0,0.0,0.023809523809523808,42.0
noisy_query,overlap_cosine,5,13,Fox Kitten,G0117,41,0.0,1.0,1.0,0.25,4.0
noisy_query,svd32_graph_embedding,5,13,Fox Kitten,G0117,41,1.0,1.0,1.0,1.0,1.0
noisy_query,random_uniform,5,13,APT-C-36,G0099,38,0.0,0.0,0.0,0.011494252873563218,87.0
noisy_query,frequency_prior,5,13,APT-C-36,G0099,38,0.0,0.0,0.0,0.021739130434782608,46.0
noisy_query,overlap_cosine,5,13,APT-C-36,G0099,38,0.0,0.0,1.0,0.16666666666666666,6.0
noisy_query,svd32_graph_embedding,5,13,APT-C-36,G0099,38,0.0,0.0,0.0,0.02857142857142857,35.0
noisy_query,random_uniform,5,13,Tonto Team,G0131,15,0.0,0.0,1.0,0.1,10.0
noisy_query,frequency_prior,5,13,Tonto Team,G0131,15,0.0,0.0,0.0,0.010309278350515464,97.0
noisy_query,overlap_cosine,5,13,Tonto Team,G0131,15,1.0,1.0,1.0,1.0,1.0
noisy_query,svd32_graph_embedding,5,13,Tonto Team,G0131,15,0.0,1.0,1.0,0.3333333333333333,3.0
noisy_query,random_uniform,5,13,Lazarus Group,G0032,93,0.0,0.0,0.0,0.006060606060606061,165.0
noisy_query,frequency_prior,5,13,Lazarus Group,G0032,93,0.0,1.0,1.0,0.3333333333333333,3.0
noisy_query,overlap_cosine,5,13,Lazarus Group,G0032,93,0.0,1.0,1.0,0.3333333333333333,3.0
noisy_query,svd32_graph_embedding,5,13,Lazarus Group,G0032,93,0.0,1.0,1.0,0.3333333333333333,3.0
noisy_query,random_uniform,5,13,INC Ransom,G1032,25,0.0,1.0,1.0,0.5,2.0
noisy_query,frequency_prior,5,13,INC Ransom,G1032,25,0.0,0.0,0.0,0.014084507042253521,71.0
noisy_query,overlap_cosine,5,13,INC Ransom,G1032,25,0.0,1.0,1.0,0.3333333333333333,3.0
noisy_query,svd32_graph_embedding,5,13,INC Ransom,G1032,25,0.0,1.0,1.0,0.3333333333333333,3.0
noisy_query,random_uniform,5,13,Earth Lusca,G1006,44,0.0,0.0,0.0,0.007874015748031496,127.0
noisy_query,frequency_prior,5,13,Earth Lusca,G1006,44,0.0,0.0,0.0,0.029411764705882353,34.0
noisy_query,overlap_cosine,5,13,Earth Lusca,G1006,44,0.0,1.0,1.0,0.25,4.0
noisy_query,svd32_graph_embedding,5,13,Earth Lusca,G1006,44,0.0,0.0,1.0,0.1111111111111111,9.0
noisy_query,random_uniform,5,13,FIN4,G0085,12,0.0,0.0,0.0,0.007142857142857143,140.0
noisy_query,frequency_prior,5,13,FIN4,G0085,12,0.0,0.0,0.0,0.009009009009009009,111.0
noisy_query,overlap_cosine,5,13,FIN4,G0085,12,1.0,1.0,1.0,1.0,1.0
noisy_query,svd32_graph_embedding,5,13,FIN4,G0085,12,1.0,1.0,1.0,1.0,1.0
noisy_query,random_uniform,5,13,Silence,G0091,28,0.0,0.0,0.0,0.00684931506849315,146.0
noisy_query,frequency_prior,5,13,Silence,G0091,28,0.0,0.0,0.0,0.015151515151515152,66.0
noisy_query,overlap_cosine,5,13,Silence,G0091,28,1.0,1.0,1.0,1.0,1.0
noisy_query,svd32_graph_embedding,5,13,Silence,G0091,28,0.0,1.0,1.0,0.25,4.0
noisy_query,random_uniform,5,13,LAPSUS$,G1004,43,0.0,0.0,0.0,0.012345679012345678,81.0
noisy_query,frequency_prior,5,13,LAPSUS$,G1004,43,0.0,0.0,0.0,0.02702702702702703,37.0
noisy_query,overlap_cosine,5,13,LAPSUS$,G1004,43,1.0,1.0,1.0,1.0,1.0
noisy_query,svd32_graph_embedding,5,13,LAPSUS$,G1004,43,1.0,1.0,1.0,1.0,1.0
noisy_query,random_uniform,5,13,Cobalt Group,G0080,34,0.0,0.0,0.0,0.005847953216374269,171.0
noisy_query,frequency_prior,5,13,Cobalt Group,G0080,34,0.0,0.0,0.0,0.0196078431372549,51.0
noisy_query,overlap_cosine,5,13,Cobalt Group,G0080,34,0.0,1.0,1.0,0.2,5.0
noisy_query,svd32_graph_embedding,5,13,Cobalt Group,G0080,34,0.0,1.0,1.0,0.2,5.0
noisy_query,random_uniform,5,13,Wizard Spider,G0102,64,0.0,0.0,0.0,0.017241379310344827,58.0
noisy_query,frequency_prior,5,13,Wizard Spider,G0102,64,0.0,0.0,0.0,0.058823529411764705,17.0
noisy_query,overlap_cosine,5,13,Wizard Spider,G0102,64,0.0,0.0,1.0,0.16666666666666666,6.0
noisy_query,svd32_graph_embedding,5,13,Wizard Spider,G0102,64,0.0,0.0,0.0,0.03125,32.0
noisy_query,random_uniform,5,13,Molerats,G0021,16,0.0,0.0,0.0,0.02127659574468085,47.0
noisy_query,frequency_prior,5,13,Molerats,G0021,16,0.0,0.0,0.0,0.010869565217391304,92.0
noisy_query,overlap_cosine,5,13,Molerats,G0021,16,1.0,1.0,1.0,1.0,1.0
noisy_query,svd32_graph_embedding,5,13,Molerats,G0021,16,0.0,0.0,1.0,0.1111111111111111,9.0
noisy_query,random_uniform,5,13,Velvet Ant,G1047,22,0.0,0.0,0.0,0.006802721088435374,147.0
noisy_query,frequency_prior,5,13,Velvet Ant,G1047,22,0.0,0.0,0.0,0.012987012987012988,77.0
noisy_query,overlap_cosine,5,13,Velvet Ant,G1047,22,1.0,1.0,1.0,1.0,1.0
noisy_query,svd32_graph_embedding,5,13,Velvet Ant,G1047,22,0.0,1.0,1.0,0.5,2.0
noisy_query,random_uniform,5,13,Transparent Tribe,G0134,14,0.0,0.0,0.0,0.023255813953488372,43.0
noisy_query,frequency_prior,5,13,Transparent Tribe,G0134,14,0.0,0.0,0.0,0.009615384615384616,104.0
noisy_query,overlap_cosine,5,13,Transparent Tribe,G0134,14,0.0,1.0,1.0,0.5,2.0
noisy_query,svd32_graph_embedding,5,13,Transparent Tribe,G0134,14,0.0,1.0,1.0,0.3333333333333333,3.0
noisy_query,random_uniform,5,13,Moonstone Sleet,G1036,30,0.0,0.0,0.0,0.010638297872340425,94.0
noisy_query,frequency_prior,5,13,Moonstone Sleet,G1036,30,0.0,0.0,0.0,0.01694915254237288,59.0
noisy_query,overlap_cosine,5,13,Moonstone Sleet,G1036,30,0.0,1.0,1.0,0.5,2.0
noisy_query,svd32_graph_embedding,5,13,Moonstone Sleet,G1036,30,0.0,1.0,1.0,0.25,4.0
noisy_query,random_uniform,5,13,Inception,G0100,22,0.0,0.0,0.0,0.008620689655172414,116.0
noisy_query,frequency_prior,5,13,Inception,G0100,22,0.0,0.0,0.0,0.01282051282051282,78.0
noisy_query,overlap_cosine,5,13,Inception,G0100,22,0.0,1.0,1.0,0.3333333333333333,3.0
noisy_query,svd32_graph_embedding,5,13,Inception,G0100,22,0.0,0.0,0.0,0.05555555555555555,18.0
noisy_query,random_uniform,5,13,VOID MANTICORE,G1055,63,0.0,0.0,0.0,0.008,125.0
noisy_query,frequency_prior,5,13,VOID MANTICORE,G1055,63,0.0,0.0,0.0,0.05555555555555555,18.0
noisy_query,overlap_cosine,5,13,VOID MANTICORE,G1055,63,0.0,0.0,1.0,0.16666666666666666,6.0
noisy_query,svd32_graph_embedding,5,13,VOID MANTICORE,G1055,63,0.0,0.0,1.0,0.125,8.0
noisy_query,random_uniform,5,13,Play,G1040,26,0.0,1.0,1.0,0.2,5.0
noisy_query,frequency_prior,5,13,Play,G1040,26,0.0,0.0,0.0,0.014492753623188406,69.0
noisy_query,overlap_cosine,5,13,Play,G1040,26,1.0,1.0,1.0,1.0,1.0
noisy_query,svd32_graph_embedding,5,13,Play,G1040,26,0.0,0.0,0.0,0.04,25.0
noisy_query,random_uniform,5,13,PROMETHIUM,G0056,11,0.0,0.0,0.0,0.012195121951219513,82.0
noisy_query,frequency_prior,5,13,PROMETHIUM,G0056,11,0.0,0.0,0.0,0.00847457627118644,118.0
noisy_query,overlap_cosine,5,13,PROMETHIUM,G0056,11,1.0,1.0,1.0,1.0,1.0
noisy_query,svd32_graph_embedding,5,13,PROMETHIUM,G0056,11,0.0,0.0,0.0,0.06666666666666667,15.0
noisy_query,random_uniform,5,13,HEXANE,G1001,36,0.0,1.0,1.0,0.2,5.0
noisy_query,frequency_prior,5,13,HEXANE,G1001,36,0.0,0.0,0.0,0.02040816326530612,49.0
noisy_query,overlap_cosine,5,13,HEXANE,G1001,36,0.0,1.0,1.0,0.2,5.0
noisy_query,svd32_graph_embedding,5,13,HEXANE,G1001,36,0.0,0.0,1.0,0.125,8.0
noisy_query,random_uniform,5,13,Daggerfly,G1034,17,0.0,1.0,1.0,0.25,4.0
noisy_query,frequency_prior,5,13,Daggerfly,G1034,17,0.0,0.0,0.0,0.011235955056179775,89.0
noisy_query,overlap_cosine,5,13,Daggerfly,G1034,17,0.0,1.0,1.0,0.5,2.0
noisy_query,svd32_graph_embedding,5,13,Daggerfly,G1034,17,1.0,1.0,1.0,1.0,1.0
noisy_query,random_uniform,5,13,WIRTE,G0090,26,0.0,0.0,0.0,0.006802721088435374,147.0
noisy_query,frequency_prior,5,13,WIRTE,G0090,26,0.0,0.0,0.0,0.014285714285714285,70.0
noisy_query,overlap_cosine,5,13,WIRTE,G0090,26,0.0,1.0,1.0,0.3333333333333333,3.0
noisy_query,svd32_graph_embedding,5,13,WIRTE,G0090,26,0.0,1.0,1.0,0.5,2.0
noisy_query,random_uniform,5,13,PLATINUM,G0068,11,0.0,0.0,0.0,0.005917159763313609,169.0
noisy_query,frequency_prior,5,13,PLATINUM,G0068,11,0.0,0.0,0.0,0.008547008547008548,117.0
noisy_query,overlap_cosine,5,13,PLATINUM,G0068,11,1.0,1.0,1.0,1.0,1.0
noisy_query,svd32_graph_embedding,5,13,PLATINUM,G0068,11,1.0,1.0,1.0,1.0,1.0
noisy_query,random_uniform,5,13,Magic Hound,G0059,78,0.0,0.0,0.0,0.008928571428571428,112.0
noisy_query,frequency_prior,5,13,Magic Hound,G0059,78,0.0,0.0,1.0,0.1111111111111111,9.0
noisy_query,overlap_cosine,5,13,Magic Hound,G0059,78,0.0,0.0,1.0,0.14285714285714285,7.0
noisy_query,svd32_graph_embedding,5,13,Magic Hound,G0059,78,0.0,0.0,0.0,0.0625,16.0
noisy_query,random_uniform,5,13,Threat Group-3390,G0027,57,0.0,0.0,0.0,0.0070921985815602835,141.0
